settlement_id,payment_id,order_id,type,amount,fee,tax,settled_at,utr
setl_H8X6,pay_e2f284nTy5,ORD-00217,payment,867300,6938,1249,2026-08-13T11:02:00Z,402914455513
setl_H8X6,pay_MXhkhqxB4Q,ORD-00218,payment,821100,6569,1182,2026-08-13T11:02:00Z,402914455513
setl_H8X6,pay_m3sNWmtBkt,ORD-00219,payment,502300,4018,723,2026-08-13T11:02:00Z,402914455513
setl_H8X6,pay_S7pg5u0S6y,ORD-00220,payment,671400,5371,967,2026-08-13T11:02:00Z,402914455513
setl_H8X6,pay_ZJNJ0LuVoR,ORD-00221,payment,253800,2030,365,2026-08-13T11:02:00Z,402914455513
setl_H8X6,pay_bx8uzfYicW,ORD-00222,payment,431200,3450,621,2026-08-13T11:02:00Z,402914455513
setl_H8X6,pay_cWRnKCDbJ9,ORD-00223,payment,387700,3102,558,2026-08-13T11:02:00Z,402914455513
setl_H8X6,pay_PThc8sQwST,ORD-00224,payment,816300,6530,1175,2026-08-13T11:02:00Z,402914455513
setl_H8X6,pay_irtRpQthEg,ORD-00225,payment,372300,2978,536,2026-08-13T11:02:00Z,402914455513
setl_H8X6,pay_3LYTR7i0q7,ORD-00226,payment,880900,7047,1268,2026-08-13T11:02:00Z,402914455513
setl_H8X6,pay_EJys4wg6zm,ORD-00227,payment,242500,1940,349,2026-08-13T11:02:00Z,402914455513
setl_H8X6,pay_GGPEx4Ai2N,ORD-00228,payment,470300,3762,677,2026-08-13T11:02:00Z,402914455513
setl_H8X6,pay_oqb8rCaUH0,ORD-00229,payment,336300,2690,484,2026-08-13T11:02:00Z,402914455513
setl_H8X6,pay_zNnyZuEvGm,ORD-00230,payment,390900,3127,563,2026-08-13T11:02:00Z,402914455513
setl_H8X6,rfnd_ZSSUtMN6ra,ORD-00221,refund,-253800,0,0,2026-08-13T11:02:00Z,402914455513
setl_J9Z0,pay_g79wmfKEiG,ORD-00231,payment,624000,4992,899,2026-08-14T11:02:00Z,402914502277
setl_J9Z0,pay_rnTHVS2Lbm,ORD-00232,payment,81400,651,117,2026-08-14T11:02:00Z,402914502277
setl_J9Z0,pay_zq2nsLJvc6,ORD-00233,payment,171700,1374,247,2026-08-14T11:02:00Z,402914502277
setl_J9Z0,pay_yYQkquXafF,ORD-00234,payment,44100,353,64,2026-08-14T11:02:00Z,402914502277
setl_J9Z0,pay_kWRt4ruTsG,ORD-00235,payment,149500,1196,215,2026-08-14T11:02:00Z,402914502277
setl_J9Z0,pay_bSfZWCbEhu,ORD-00236,payment,80500,644,116,2026-08-14T11:02:00Z,402914502277
setl_J9Z0,pay_nLmrGp3cz0,ORD-00237,payment,476000,3808,685,2026-08-14T11:02:00Z,402914502277
setl_J9Z0,pay_MNzG3EzaV8,ORD-00238,payment,566600,4533,816,2026-08-14T11:02:00Z,402914502277
setl_J9Z0,pay_icc66vwMN6,ORD-00239,payment,683300,5466,984,2026-08-14T11:02:00Z,402914502277
setl_J9Z0,pay_nff4NyBR6k,ORD-00240,payment,634400,5075,914,2026-08-14T11:02:00Z,402914502277
setl_J9Z0,pay_wdP8Zn4jKc,ORD-00241,payment,257100,2057,370,2026-08-14T11:02:00Z,402914502277
setl_J9Z0,pay_HmGDmQyy3A,ORD-00242,payment,848200,6786,1221,2026-08-14T11:02:00Z,402914502277
setl_J9Z0,pay_2ZMXjs9GCs,ORD-00243,payment,612200,4898,882,2026-08-14T11:02:00Z,402914502277
setl_J9Z0,pay_m7FFfC9sVU,ORD-00244,payment,259600,2077,374,2026-08-14T11:02:00Z,402914502277
setl_J9Z0,pay_qdW2MJ1xAT,ORD-00245,payment,535000,4280,770,2026-08-14T11:02:00Z,402914502277
setl_J9Z0,pay_oV8gShXajz,ORD-00246,payment,527700,4222,760,2026-08-14T11:02:00Z,402914502277
setl_J9Z0,pay_8xgEoEq6z1,ORD-00247,payment,187300,1498,270,2026-08-14T11:02:00Z,402914502277
setl_J9Z0,pay_QboSpYJJmJ,ORD-00248,payment,531300,4250,765,2026-08-14T11:02:00Z,402914502277
setl_J9Z0,pay_RCs01W946r,ORD-00249,payment,259900,2079,374,2026-08-14T11:02:00Z,402914502277
setl_J9Z0,pay_s6PqrAGtQZ,ORD-00250,payment,681800,5454,982,2026-08-14T11:02:00Z,402914502277
setl_J9Z0,pay_SvDB8tow9s,ORD-00251,payment,647000,5176,932,2026-08-14T11:02:00Z,402914502277
setl_J9Z0,pay_8JTLkXktLe,ORD-00252,payment,857700,6862,1235,2026-08-14T11:02:00Z,402914502277
setl_J9Z0,pay_V9kLwjhXA0,ORD-00253,payment,268700,2150,387,2026-08-14T11:02:00Z,402914502277
setl_J9Z0,pay_04nbjrenXr,ORD-00254,payment,662500,5300,954,2026-08-14T11:02:00Z,402914502277
setl_J9Z0,pay_Qsumid3rbz,ORD-00255,payment,514900,4119,741,2026-08-14T11:02:00Z,402914502277
setl_J9Z0,pay_kL7M70YZpf,ORD-00256,payment,784000,6272,1129,2026-08-14T11:02:00Z,402914502277
setl_J9Z0,rfnd_MvsbpwAWuE,ORD-00231,refund,-624000,0,0,2026-08-14T11:02:00Z,402914502277
setl_J9Z0,rfnd_NvrjAM0VbW,ORD-00252,refund,-857700,0,0,2026-08-14T11:02:00Z,402914502277
